client_id2,Region,Gender,Race,Ethnicty,question,response,qnum,order_vuln,order_vuln.norm
760,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
502,R05,Female,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
f7a,R05,Female,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
eae,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
fc3,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
3fa,R07,Male,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
f68,R07,Male,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
aac,R07,Female,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
332,R07,Male,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
d50,R05,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,Yes,8,1,1
14e,R05,Female,Asian,Non-Hispanic,Have you experienced violence since becoming homeless?,Yes,8,1,1
c67,R07,Male,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
065,R07,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
a4c,R05,Male,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
ef1,R05,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
1f2,R07,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
763,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
645,R05,Female,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
52e,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
084,R05,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,Yes,8,1,1
92f,R05,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
c30,R05,Male,Asian,Non-Hispanic,Have you experienced violence since becoming homeless?,Yes,8,1,1
f67,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,Yes,8,1,1
677,R05,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
7ef,R05,Female,Black,Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
cda,R05,Male,White,Hispanic,Have you experienced violence since becoming homeless?,Yes,8,1,1
93d,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
efc,R07,Female,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
4d4,R05,Male,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
93b,R05,Male,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
357,R07,Male,White,Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
3dc,R05,Female,White,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
e16,R05,Male,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
794,R05,Female,Black,Non-Hispanic,Have you experienced violence since becoming homeless?,No,8,0,0
924,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
87f,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
5b3,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
e17,R05,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
48f,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
342,R07,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
ab2,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
018,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
456,R05,Male,Indigenous,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
498,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
ca5,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
734,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
e4a,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
331,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
410,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
773,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
6cd,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
249,R05,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
4a2,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
2c8,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
b16,R07,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
8d5,R07,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
850,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
c07,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
257,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
39b,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
4ed,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
554,R07,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
68e,R05,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
6b7,R05,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
687,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
307,R05,Female,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
1e0,R05,Female,Asian,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
c72,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
b53,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
d6b,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
b60,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
cd5,R07,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
bd4,R05,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
791,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
9f5,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
8de,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
94e,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
0f8,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
b5a,R07,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
08a,R05,Female,White,Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
a9b,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
a0b,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
17a,R05,Female,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
5d0,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
8c8,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
dbb,R05,Female,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
574,R07,Female,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
b35,R07,Female,Multiple Races,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
969,R07,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
16b,R05,Female,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
ecb,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
6bb,R07,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
60f,R05,Male,Black,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,Yes,9,1,1
480,R05,Male,White,Non-Hispanic,Does anyone in your household have any physical or mental health conditions that are treated or have been treated by a professional?,No,9,0,0
